,2010_Gangwon,2010_Gyeonggi,2010_Gyeongnam,2010_Gyeongbuk,2010_Gwangju,2010_Daegu,2010_Daejeon,2010_Busan,2010_Seoul,2010_Ulsan,2010_Incheon,2010_Jeonnam,2010_Jeonbuk,2010_Jeju,2010_Chungnam,2010_Chungbuk,2014_Gangwon,2014_Gyeonggi,2014_Gyeongnam,2014_Gyeongbuk,2014_Gwangju,2014_Daegu,2014_Daejeon,2014_Busan,2014_Seoul,2014_Sejong,2014_Ulsan,2014_Incheon,2014_Jeonnam,2014_Jeonbuk,2014_Jeju,2014_Chungnam,2014_Chungbuk,2018_Gangwon,2018_Gyeonggi,2018_Gyeongnam,2018_Gyeongbuk,2018_Gwangju,2018_Daegu,2018_Daejeon,2018_Busan,2018_Seoul,2018_Sejong,2018_Ulsan,2018_Incheon,2018_Jeonnam,2018_Jeonbuk,2018_Jeju,2018_Chungnam,2018_Chungbuk
2010_Gangwon,0.0,6669910705851.0,961920753030.0,436532807261.0,88897813885.0,159096783795.0,156896971205.0,250955821156.0,5954901467140.0,67695321761.0,49012167483.0,134206820146.0,75238897187.0,204555887886.0,154205973693.0,1672018021.0,3433598593.0,9305465287539.0,337833711173.0,389248960749.0,191017896146.0,46399013828.0,7591437217.0,920554884651.0,8852637135045.0,215771034553.0,144920609745.0,122964953092.0,287780904059.0,125126390545.0,97898254113.0,20526394602.0,3057527241.0,48305235465.0,12594683562561.0,528309218597.0,189282554573.0,190165287392.0,75258085509.0,35325571227.0,453338791054.0,7326247142068.0,185081740915.0,22632548868.0,207660779342.0,400314863521.0,325859040246.0,208200339065.0,86318980937.0,49774024130.0
2010_Gyeonggi,6669910705851.0,0.0,7212778308189.0,5593903321450.0,8006134924766.0,6428354313416.0,8205432946298.0,4412188586043.0,44167178763.0,7775028012230.0,5588466794808.0,6716821951161.0,6778383973328.0,9046923127993.0,7452321956402.0,6848654505966.0,6522422530686.0,256664424004.0,4297019043574.0,5530728638646.0,7868878383221.0,5695395675515.0,6984605321598.0,7222827536536.0,241268962470.0,9246410991746.0,8305757555114.0,4982916825483.0,6233540605280.0,6420563169366.0,8380963774302.0,6123486899033.0,6677776325754.0,6331199965530.0,1376777983518.0,3500799910506.0,5018418451442.0,7074706757723.0,5429882301154.0,6979449786536.0,3866519842409.0,2088881060579.0,8981279478008.0,7219192585715.0,4859784019137.0,6305748246086.0,6754249778225.0,8831866590478.0,5766724817878.0,6691159058869.0
2010_Gyeongnam,961920753030.0,7212778308189.0,0.0,473688242669.0,956628587641.0,570289881213.0,613980133445.0,1066423071166.0,6464594057602.0,830928234875.0,1009832150745.0,1132885354504.0,1134982024253.0,967119838596.0,653950048017.0,933879940069.0,902486099761.0,10092151858797.0,1383251403005.0,1738346936451.0,454562481254.0,1046077761074.0,902220917353.0,1135257460041.0,9211237632795.0,1159501089931.0,999457662873.0,1043556217246.0,455889478229.0,564223822417.0,1074472172787.0,828999860538.0,894730859829.0,796260539853.0,11668406273523.0,1177183611275.0,948710338505.0,593074925606.0,1005361501905.0,717142642221.0,930553307950.0,5161551184390.0,1056420551065.0,834272597334.0,760853516018.0,371753159221.0,309978042468.0,734886388715.0,757510396001.0,681798376418.0
2010_Gyeongbuk,436532807261.0,5593903321450.0,473688242669.0,0.0,730098746596.0,88202562686.0,562897223088.0,280947397433.0,5052703611113.0,426323779950.0,395075405258.0,861440379341.0,768474001418.0,837553499753.0,657489697802.0,431972417516.0,364333492536.0,8209685630474.0,725692011194.0,1240448379646.0,316936424251.0,459398893425.0,404911584008.0,1657670179066.0,7260362319990.0,824851068546.0,861614207684.0,353170762793.0,28853381570.0,109088212046.0,697250436702.0,283706462373.0,375384964334.0,209942357270.0,10103600021838.0,396568246766.0,534914175912.0,141170439333.0,445822324024.0,290451753326.0,242683962859.0,5016654471949.0,716535856098.0,387876804725.0,137475587817.0,23477407896.0,74566653965.0,619492535318.0,153207786888.0,218884730589.0
2010_Gwangju,88897813885.0,8006134924766.0,956628587641.0,730098746596.0,0.0,337427738010.0,51620623844.0,607627737449.0,7168704427337.0,80667111686.0,236887245262.0,116351972129.0,80924822286.0,41227542797.0,60414760650.0,75763889912.0,115646944052.0,10843158970238.0,616460336106.0,489734688590.0,172084346779.0,210567033281.0,78529115524.0,709176857918.0,10461578217318.0,99449428562.0,7859653208.0,385615105145.0,498602873446.0,286463804702.0,34924065750.0,172462220481.0,100101154702.0,216942486982.0,14384590435110.0,973615064126.0,363449764524.0,323696174325.0,254974513964.0,111731841530.0,862699275251.0,8391467594741.0,94969054694.0,73307759661.0,510853716581.0,611108226500.0,459176390745.0,87563828014.0,307204032340.0,165504280393.0
2010_Daegu,159096783795.0,6428354313416.0,570289881213.0,88202562686.0,337427738010.0,0.0,249641316302.0,250171794795.0,5802022104291.0,128544556046.0,199606968120.0,504982355985.0,412565361064.0,406043008929.0,352371397374.0,148876936434.0,118728870770.0,9156773372076.0,593388402842.0,904213869062.0,110238803385.0,237775886387.0,126398949218.0,1350557904472.0,8345752610134.0,381836071530.0,436214373854.0,226151805051.0,21420359960.0,2822402586.0,292746090934.0,90734363669.0,119145271974.0,39418666806.0,11634053810998.0,478721287754.0,384868762206.0,16461068691.0,254210270734.0,63840729296.0,333298216805.0,6257346197507.0,310550297832.0,111424804947.0,123023986069.0,60716704578.0,49802818473.0,272613611142.0,43133488346.0,33974382689.0
2010_Daejeon,156896971205.0,8205432946298.0,613980133445.0,562897223088.0,51620623844.0,249641316302.0,0.0,667459055121.0,7370893572993.0,70411585662.0,327857016506.0,250178231013.0,211232233146.0,44327867921.0,60896945114.0,132343395468.0,166157925800.0,11155726639946.0,783937104506.0,744744467102.0,53772864963.0,315784628937.0,119075529976.0,756862241706.0,10605401408630.0,113639106850.0,64025713572.0,473156030913.0,354570787154.0,212175509598.0,78517110734.0,207255096541.0,146296534958.0,217319410262.0,14282752173374.0,1023556767614.0,454944919736.0,216834653453.0,353714932008.0,98397122718.0,859307219283.0,7952736494661.0,93120094450.0,89046250157.0,499913321521.0,420338595496.0,276016057589.0,24783096550.0,300979566648.0,139777544997.0
2010_Busan,250955821156.0,4412188586043.0,1066423071166.0,280947397433.0,607627737449.0,250171794795.0,667459055121.0,0.0,3872636808696.0,478338006261.0,95268462883.0,456204340746.0,399396292643.0,876830832854.0,572288220189.0,281597502825.0,214250549813.0,6643244785667.0,140205766109.0,486439774833.0,578346567586.0,126165023880.0,301783225157.0,1283518032339.0,6152460862121.0,891350589653.0,726225291821.0,31582298304.0,296241434331.0,234104058873.0,649865974469.0,145802822318.0,242544936217.0,177179833177.0,9346214029829.0,59093645161.0,145074342145.0,385251824884.0,103207998729.0,303272256851.0,47113671550.0,5200188465784.0,807814545131.0,350146329240.0,30555850074.0,387076477805.0,431543843862.0,803280412221.0,99878788829.0,249248052566.0
2010_Seoul,5954901467140.0,44167178763.0,6464594057602.0,5052703611113.0,7168704427337.0,5802022104291.0,7370893572993.0,3872636808696.0,0.0,7028138402745.0,4930467078739.0,5900273836758.0,5984883428723.0,8172459706154.0,6604533199689.0,6126370994601.0,5826403349117.0,406186755707.0,3672212813825.0,4767710341701.0,7108922088178.0,5017634673120.0,6264579757901.0,6247529252451.0,483565704941.0,8414395702697.0,7431942000245.0,4374515707128.0,5635598754651.0,5778508130901.0,7574427329849.0,5454534585938.0,5972755402477.0,5684940337981.0,1750928640281.0,3012692035333.0,4333612942369.0,6425949122308.0,4759967316969.0,6270694121099.0,3364460164006.0,2019782143960.0,8168743373963.0,6489975233160.0,4294811264406.0,5713275159893.0,6105990341010.0,7997998650273.0,5152981244693.0,6011085175490.0
2010_Ulsan,67695321761.0,7775028012230.0,830928234875.0,426323779950.0,80667111686.0,128544556046.0,70411585662.0,478338006261.0,7028138402745.0,0.0,215338126922.0,297935638059.0,214410725982.0,92740183979.0,179536869854.0,48302530122.0,66311219210.0,10665154498418.0,690951112742.0,744554961572.0,65131169769.0,219932266473.0,30515842210.0,1131139470378.0,10022190675668.0,72930992620.0,132399020742.0,330836150181.0,240912589742.0,107613928158.0,34718671184.0,101902160317.0,52160685230.0,80298303062.0,13806098062352.0,842180651000.0,437712876578.0,97899019601.0,269955866514.0,22844149734.0,697413323361.0,7947234901437.0,46267176562.0,12908287613.0,354779711881.0,325866666790.0,230612134259.0,58233105952.0,158201879226.0,46034369097.0
2010_Incheon,49012167483.0,5588466794808.0,1009832150745.0,395075405258.0,236887245262.0,199606968120.0,327857016506.0,95268462883.0,4930467078739.0,215338126922.0,0.0,154398849277.0,110036612744.0,437135046693.0,249238165254.0,67066650382.0,43037133766.0,8009086284420.0,140803833554.0,272438624874.0,345172986317.0,3226933619.0,86852341414.0,901799311680.0,7626451921674.0,470367516166.0,309716945442.0,18919889011.0,308328215432.0,164474485066.0,284522993394.0,27367381149.0,56122765974.0,78299852166.0,11173012981266.0,271836724454.0,71398619666.0,285893791211.0,6859743522.0,118636561368.0,240757645657.0,6425469961699.0,422535575056.0,123268433379.0,100652029325.0,422696013310.0,387640877589.0,433098901586.0,66289741646.0,110589390497.0
2010_Jeonnam,134206820146.0,6716821951161.0,1132885354504.0,861440379341.0,116351972129.0,504982355985.0,250178231013.0,456204340746.0,5900273836758.0,297935638059.0,154398849277.0,0.0,10557440393.0,289497054740.0,97552343157.0,147327879429.0,167947333385.0,9232187826161.0,279471522689.0,137512006779.0,431727154150.0,115606208886.0,181991793617.0,424694602893.0,9115834537955.0,417178265675.0,120096150929.0,252790018794.0,678349196721.0,433326096333.0,246762140867.0,198063432758.0,169407324289.0,314947437241.0,12913842913955.0,697825123099.0,140266185313.0,573912394114.0,126164511273.0,252865934609.0,670895887534.0,7564438558474.0,406329046973.0,215169521706.0,448651951278.0,816989681669.0,681778395660.0,383193028683.0,350100698969.0,297546215894.0
2010_Jeonbuk,75238897187.0,6778383973328.0,1134982024253.0,768474001418.0,80924822286.0,412565361064.0,211232233146.0,399396292643.0,5984883428723.0,214410725982.0,110036612744.0,10557440393.0,0.0,236993824617.0,101017131370.0,85313977502.0,104205758926.0,9331365195924.0,284806458862.0,175392427358.0,363328600653.0,78662054979.0,112973591694.0,559437949288.0,9139339961870.0,326597487626.0,97312346666.0,207672069299.0,584844037712.0,349627007246.0,173419921910.0,136700966025.0,104479047410.0,231277186994.0,12984354897014.0,663651736146.0,147873055154.0,468053578019.0,98302842754.0,180287471912.0,627481473265.0,7662841930747.0,314571057416.0,142975959979.0,388718477969.0,723859372694.0,600860546161.0,316815961446.0,273637718534.0,220693793861.0
2010_Jeju,204555887886.0,9046923127993.0,967119838596.0,837553499753.0,41227542797.0,406043008929.0,44327867921.0,876830832854.0,8172459706154.0,92740183979.0,437135046693.0,289497054740.0,236993824617.0,0.0,135994581465.0,174921469961.0,232204464357.0,12089168546985.0,963180576437.0,808829459275.0,151098459550.0,412296044042.0,160816093533.0,915794068565.0,11587085069891.0,35818347827.0,40624161253.0,626468184278.0,565639342049.0,361962471497.0,35566086275.0,309849271102.0,204893932989.0,321429214437.0,15597576733283.0,1321759224947.0,628341549061.0,341639607838.0,476091442685.0,174319390081.0,1159719299214.0,9116756707062.0,39378645221.0,131349840342.0,721622844246.0,663144751289.0,486390752040.0,29607738331.0,449431468133.0,240539010518.0
2010_Chungnam,154205973693.0,7452321956402.0,653950048017.0,657489697802.0,60414760650.0,352371397374.0,60896945114.0,572288220189.0,6604533199689.0,179536869854.0,249238165254.0,97552343157.0,101017131370.0,135994581465.0,0.0,145979902878.0,173181354818.0,10205009209842.0,530730683876.0,443577371162.0,178718697597.0,222644579393.0,156013957946.0,413140323094.0,9869170724290.0,273764632098.0,58031616782.0,372296529069.0,469763946386.0,295374221496.0,169626862150.0,201171008195.0,162808833060.0,270218696244.0,13467498695830.0,849518826386.0,260018604534.0,373029738309.0,236626430950.0,161795706326.0,738721131089.0,7442878961321.0,253087183974.0,149435531793.0,456395703451.0,552050512398.0,402708314853.0,158754604494.0,321930265034.0,204424157267.0
2010_Chungbuk,1672018021.0,6848654505966.0,933879940069.0,431972417516.0,75763889912.0,148876936434.0,132343395468.0,281597502825.0,6126370994601.0,48302530122.0,67066650382.0,147327879429.0,85313977502.0,174921469961.0,145979902878.0,0.0,4958290004.0,9525177641414.0,384736421942.0,432382534626.0,162795505099.0,64948211313.0,2456290628.0,936543199134.0,9046767782090.0,182617279574.0,130112673416.0,148670212473.0,276051606534.0,116394488082.0,77372171018.0,25635996677.0,2268349786.0,46705424386.0,12799479211514.0,573440498890.0,218954193844.0,170077383373.0,97231924884.0,25321490834.0,487716003403.0,7430681306077.0,153122236118.0,12392251173.0,225700342305.0,384713708468.0,305547701853.0,174134875698.0,91652818628.0,41921188901.0
2014_Gangwon,3433598593.0,6522422530686.0,902486099761.0,364333492536.0,115646944052.0,118728870770.0,166157925800.0,214250549813.0,5826403349117.0,66311219210.0,43037133766.0,167947333385.0,104205758926.0,232204464357.0,173181354818.0,4958290004.0,0.0,9151802516046.0,335039727338.0,429983368338.0,174087318435.0,46816353989.0,8034905120.0,969897573110.0,8653914345482.0,237486454750.0,179911384844.0,105516564965.0,231935527558.0,90081830222.0,118108413578.0,8434059261.0,948999574.0,26480573806.0,12324447188474.0,477674264514.0,187117305032.0,152169683945.0,72495577496.0,24561546290.0,397389312107.0,7097139665513.0,199909206670.0,21152730929.0,165042058681.0,335552023096.0,274140071369.0,216631436930.0,55931224800.0,30822997269.0
2014_Gyeonggi,9305465287539.0,256664424004.0,10092151858797.0,8209685630474.0,10843158970238.0,9156773372076.0,11155726639946.0,6643244785667.0,406186755707.0,10665154498418.0,8009086284420.0,9232187826161.0,9331365195924.0,12089168546985.0,10205009209842.0,9525177641414.0,9151802516046.0,0.0,6358145451878.0,7686442857826.0,10837031687401.0,8116367659403.0,9701187676542.0,9679448978948.0,255402434978.0,12336650224646.0,11169761169826.0,7295970310835.0,8958517320500.0,9135442331534.0,11311429917962.0,8696791643509.0,9337180280466.0,8979403879554.0,1144329129866.0,5530172506334.0,7285882675738.0,9929665492915.0,7801947167258.0,9739784854732.0,6020579039445.0,3105812442363.0,12047905671236.0,9995361421803.0,7234513589565.0,9064309815950.0,9583104446049.0,11905140077386.0,8317087908470.0,9415743488681.0
2014_Gyeongnam,337833711173.0,4297019043574.0,1383251403005.0,725692011194.0,616460336106.0,593388402842.0,783937104506.0,140205766109.0,3672212813825.0,690951112742.0,140803833554.0,279471522689.0,284806458862.0,963180576437.0,530730683876.0,384736421942.0,335039727338.0,6358145451878.0,0.0,142624815346.0,852534377409.0,134118417929.0,438102342930.0,836105301794.0,6241414328634.0,1073452204978.0,688978734366.0,96628949645.0,703835760054.0,538414607876.0,768866907486.0,283510321547.0,367753418648.0,409236618152.0,9590879613006.0,167757190794.0,54071065054.0,773268061885.0,97177079198.0,502856912946.0,225226901365.0,5567628533425.0,1013715387586.0,515213989289.0,238363912875.0,839752058926.0,830663963705.0,998261887046.0,329853637970.0,479478576971.0
2014_Gyeongbuk,389248960749.0,5530728638646.0,1738346936451.0,1240448379646.0,489734688590.0,904213869062.0,744744467102.0,486439774833.0,4767710341701.0,744554961572.0,272438624874.0,137512006779.0,175392427358.0,808829459275.0,443577371162.0,432382534626.0,429983368338.0,7686442857826.0,142624815346.0,0.0,978584738789.0,224612938661.0,499837574250.0,551815612042.0,7830264027600.0,965032029608.0,503792651462.0,311994420417.0,1106579587406.0,815820914634.0,684793290132.0,436499101253.0,451019338314.0,618915446274.0,11613832524084.0,614944799508.0,161232097586.0,1057780138637.0,209269153618.0,625601808590.0,689503785221.0,7149922349201.0,949817113682.0,580902022241.0,599453104977.0,1289686522430.0,1187703906971.0,958785443332.0,600915627922.0,657660924577.0
2014_Gwangju,191017896146.0,7868878383221.0,454562481254.0,316936424251.0,172084346779.0,110238803385.0,53772864963.0,578346567586.0,7108922088178.0,65131169769.0,345172986317.0,431727154150.0,363328600653.0,151098459550.0,178718697597.0,162795505099.0,174087318435.0,10837031687401.0,852534377409.0,978584738789.0,0.0,359302049226.0,134384847347.0,1062455367053.0,10079273649605.0,177296763225.0,218984120659.0,454203113314.0,161035041101.0,96484463713.0,152197677857.0,188507343518.0,157076830469.0,149914192301.0,13543329257585.0,905863714969.0,519433389563.0,73701172634.0,392950427603.0,71306531089.0,713591963144.0,7325557566494.0,133114171773.0,93778995846.0,383348185518.0,194862646059.0,99869702130.0,56214178433.0,211388940739.0,83271336274.0
2014_Daegu,46399013828.0,5695395675515.0,1046077761074.0,459398893425.0,210567033281.0,237775886387.0,315784628937.0,126165023880.0,5017634673120.0,219932266473.0,3226933619.0,115606208886.0,78662054979.0,412296044042.0,222644579393.0,64948211313.0,46816353989.0,8116367659403.0,134118417929.0,224612938661.0,359302049226.0,0.0,88099489141.0,828776077443.0,7782276365261.0,456831071929.0,274428276381.0,31935815304.0,359157273515.0,196875128637.0,269785396553.0,37915147834.0,58926940805.0,100319693621.0,11379061985705.0,310742985317.0,62994828953.0,324027127364.0,4781831841.0,129358257531.0,285080144814.0,6588587998344.0,414842384587.0,126388988600.0,136293286990.0,480502678381.0,432520384658.0,426049438897.0,94313759229.0,128793696426.0
2014_Daejeon,7591437217.0,6984605321598.0,902220917353.0,404911584008.0,78529115524.0,126398949218.0,119075529976.0,301783225157.0,6264579757901.0,30515842210.0,86852341414.0,181991793617.0,112973591694.0,160816093533.0,156013957946.0,2456290628.0,8034905120.0,9701187676542.0,438102342930.0,499837574250.0,134384847347.0,88099489141.0,0.0,995085304854.0,9176031205250.0,158465691350.0,135546237228.0,171783032693.0,247397696870.0,98027629190.0,66441972866.0,29645951429.0,3502367422.0,38755730614.0,12923043884978.0,605495623882.0,257294056920.0,137632260393.0,123721065000.0,14622024162.0,507247206059.0,7479992850665.0,127810241486.0,4333409681.0,232333768561.0,349931372408.0,272090915249.0,148385756186.0,88326269408.0,30117566093.0
2014_Busan,920554884651.0,7222827536536.0,1135257460041.0,1657670179066.0,709176857918.0,1350557904472.0,756862241706.0,1283518032339.0,6247529252451.0,1131139470378.0,901799311680.0,424694602893.0,559437949288.0,915794068565.0,413140323094.0,936543199134.0,969897573110.0,9679448978948.0,836105301794.0,551815612042.0,1062455367053.0,828776077443.0,995085304854.0,0.0,9849747187946.0,1285825963590.0,633149508466.0,1018356322467.0,1481722723624.0,1237942343034.0,1057120646354.0,979731633693.0,970444646982.0,1195385941110.0,13172688354290.0,1404613527270.0,584092444578.0,1468036378587.0,783869964786.0,1034209592440.0,1369848110585.0,7159764643859.0,1271860865616.0,1017299660563.0,1211326511117.0,1571670802254.0,1355488959877.0,1034084688626.0,1194252974782.0,1100353112641.0
